# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-F" "GFF" "-T" "4" "-a" "reference.gff" "-o" "counts.txt" "SRR10379726_1_trimmed.bam" "SRR10379723_1_trimmed.bam" "SRR10379725_1_trimmed.bam" "SRR10379722_1_trimmed.bam" "SRR10379724_1_trimmed.bam" "SRR10379721_1_trimmed.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379726_1_trimmed.bam	SRR10379723_1_trimmed.bam	SRR10379725_1_trimmed.bam	SRR10379722_1_trimmed.bam	SRR10379724_1_trimmed.bam	SRR10379721_1_trimmed.bam
gene-SAOUHSC_02285	CP000253.1	2116716	2118245	+	1530	5485	1126	20410	1512	21617	2138
gene-SAOUHSC_02286	CP000253.1	2118248	2119294	+	1047	3740	814	16623	1032	13155	1398
gene-SAOUHSC_02287	CP000253.1	2119308	2120678	+	1371	10039	1304	18424	1503	17747	2007
gene-SAOUHSC_02288	CP000253.1	2120679	2121251	+	573	1590	484	8063	500	6761	838
gene-SAOUHSC_02289	CP000253.1	2121266	2122534	+	1269	1858	808	10652	968	12801	1523
gene-SAOUHSC_02290	CP000253.1	2122583	2122738	-	156	2	204	26	222	47	373
gene-SAOUHSC_R00014	CP000253.1	2122744	2122858	-	115	4	0	1	1	4	7
gene-SAOUHSC_R0009	CP000253.1	2122931	2125853	-	2923	2413	742	1034	1860	1335	1700
gene-SAOUHSC_R0004	CP000253.1	2126400	2127954	-	1555	1063	82	309	228	490	436
gene-SAOUHSC_T00025	CP000253.1	2128072	2128145	-	74	152	413	117	446	247	1049
gene-SAOUHSC_T00034	CP000253.1	2128165	2128250	-	86	24	94	159	67	59	120
gene-SAOUHSC_02294	CP000253.1	2128216	2128323	-	108	1	4	0	4	2	1
gene-SAOUHSC_02296	CP000253.1	2128897	2129352	-	456	303	6773	2476	4617	1964	6345
gene-SAOUHSC_02297	CP000253.1	2129345	2131495	-	2151	1154	20104	7369	14120	6157	18984
gene-SAOUHSC_02298	CP000253.1	2131929	2132699	-	771	4820	29897	32102	26758	19519	31385
gene-SAOUHSC_02299	CP000253.1	2132674	2133183	-	510	1475	7128	11609	6373	7045	7380
gene-SAOUHSC_02300	CP000253.1	2133155	2133481	-	327	571	3420	4932	3338	4935	4032
gene-SAOUHSC_02301	CP000253.1	2133600	2134388	-	789	886	5457	9636	4862	8402	6049
gene-SAOUHSC_02302	CP000253.1	2134363	2134653	-	291	629	2414	6894	2271	4845	2797
gene-SAOUHSC_A02189	CP000253.1	2134741	2134974	+	234	151	55	68	37	191	60
gene-SAOUHSC_02303	CP000253.1	2134939	2135301	-	363	3510	1810	7617	2211	5775	2365
gene-SAOUHSC_02304	CP000253.1	2135298	2135468	-	171	109	507	1371	619	1807	750
gene-SAOUHSC_02305	CP000253.1	2135553	2136701	-	1149	911	4490	4555	4040	4767	5395
gene-SAOUHSC_02306	CP000253.1	2136767	2137126	-	360	188	1199	1901	1195	1342	1459
gene-SAOUHSC_02307	CP000253.1	2137130	2137621	-	492	91	802	1101	779	922	999
gene-SAOUHSC_02308	CP000253.1	2137608	2139191	-	1584	934	3063	4619	2724	3889	3766
gene-SAOUHSC_02309	CP000253.1	2139184	2139663	-	480	38	511	985	384	729	543
gene-SAOUHSC_02310	CP000253.1	2139872	2140432	-	561	1169	1547	3720	1501	1972	1839
gene-SAOUHSC_02311	CP000253.1	2140452	2142425	-	1974	2689	3362	12076	3002	4728	3798
gene-SAOUHSC_02312	CP000253.1	2142498	2144174	-	1677	1028	1464	9127	1157	3496	1505
gene-SAOUHSC_02313	CP000253.1	2144198	2144308	-	111	3	74	30	44	31	80
gene-SAOUHSC_02314	CP000253.1	2144446	2147103	+	2658	4062	3209	54859	3197	26443	4232
gene-SAOUHSC_02315	CP000253.1	2147103	2147798	+	696	577	1051	6727	959	2766	1414
gene-SAOUHSC_02316	CP000253.1	2148167	2149687	-	1521	9220	76683	22683	58175	33830	75376
gene-SAOUHSC_02317	CP000253.1	2150204	2151562	-	1359	2074	9448	13009	8308	10906	11720
gene-SAOUHSC_02318	CP000253.1	2151577	2152647	-	1071	1609	5773	11160	5923	9464	7087
gene-SAOUHSC_02319	CP000253.1	2152965	2154167	+	1203	533	2011	3618	2527	4240	3183
gene-SAOUHSC_02320	CP000253.1	2154431	2154568	-	138	696	4576	8264	6195	7218	6473
gene-SAOUHSC_02321	CP000253.1	2154696	2154905	-	210	52	1216	645	868	477	1192
gene-SAOUHSC_02322	CP000253.1	2154917	2155210	-	294	46	1153	646	920	607	1305
gene-SAOUHSC_02323	CP000253.1	2155376	2156860	+	1485	921	2028	5934	2298	5137	2586
gene-SAOUHSC_02324	CP000253.1	2156888	2157535	+	648	270	849	1563	972	1938	1181
gene-SAOUHSC_02325	CP000253.1	2157595	2157702	-	108	217	383	832	464	723	457
gene-SAOUHSC_02326	CP000253.1	2157710	2157802	-	93	296	241	278	325	468	328
gene-SAOUHSC_02327	CP000253.1	2158348	2159220	-	873	4772	13900	25508	15895	23548	18323
gene-SAOUHSC_02328	CP000253.1	2159306	2159947	-	642	62	300	181	275	190	425
gene-SAOUHSC_02329	CP000253.1	2159949	2160740	-	792	47	242	181	265	187	388
gene-SAOUHSC_02330	CP000253.1	2160724	2161554	-	831	38	213	234	253	181	300
gene-SAOUHSC_02331	CP000253.1	2161547	2162236	-	690	12	131	199	165	165	246
gene-SAOUHSC_02332	CP000253.1	2162336	2162467	-	132	9	15	30	30	26	47
gene-SAOUHSC_02333	CP000253.1	2162622	2163317	-	696	30	297	219	276	267	438
gene-SAOUHSC_02334	CP000253.1	2163706	2164101	-	396	59	471	530	416	531	689
gene-SAOUHSC_02335	CP000253.1	2164232	2164735	+	504	295	444	2588	499	1750	628
gene-SAOUHSC_02336	CP000253.1	2164794	2165234	-	441	2978	4538	12878	6260	9816	6024
gene-SAOUHSC_02337	CP000253.1	2165268	2166533	-	1266	8569	13554	33694	18292	27567	16822
gene-SAOUHSC_02338	CP000253.1	2166644	2166877	-	234	71	1172	2978	1465	2604	1264
gene-SAOUHSC_02339	CP000253.1	2167009	2167101	-	93	5	9	29	22	22	17
gene-SAOUHSC_02340	CP000253.1	2167439	2167843	-	405	7996	7804	27751	9131	19229	11221
gene-SAOUHSC_02341	CP000253.1	2167863	2169275	-	1413	33140	20707	66327	25153	51462	30194
gene-SAOUHSC_02343	CP000253.1	2169297	2170094	-	798	7732	12450	47417	14359	31264	16655
gene-SAOUHSC_02345	CP000253.1	2170194	2171702	-	1509	17980	16340	53985	22281	44951	23545
gene-SAOUHSC_02346	CP000253.1	2171724	2172263	-	540	2899	5991	22805	7001	14973	7928
gene-SAOUHSC_02347	CP000253.1	2172263	2172784	-	522	7900	6404	19851	8713	18036	9240
gene-SAOUHSC_02349	CP000253.1	2172982	2173194	-	213	6801	4179	20890	6162	12588	6109
gene-SAOUHSC_02350	CP000253.1	2173237	2173965	-	729	6489	7890	30617	10760	25713	11497
gene-SAOUHSC_02351	CP000253.1	2173986	2174438	-	453	999	4500	18641	5048	14025	6385
gene-SAOUHSC_02352	CP000253.1	2174506	2175633	-	1128	9966	10569	34103	13601	31391	16625
gene-SAOUHSC_02353	CP000253.1	2175657	2176286	-	630	3458	4853	13960	6433	15743	7850
gene-SAOUHSC_02354	CP000253.1	2176314	2177552	-	1239	18923	12803	45754	17133	42905	19941
gene-SAOUHSC_02355	CP000253.1	2177579	2178103	-	525	13541	4258	22063	5648	15582	6593
gene-SAOUHSC_02356	CP000253.1	2178210	2178629	-	420	75	752	912	646	682	825
gene-SAOUHSC_02357	CP000253.1	2178626	2179723	-	1098	214	1053	1563	1071	1372	1377
gene-SAOUHSC_02358	CP000253.1	2179756	2180508	-	753	1083	6527	5532	6322	6199	7325
gene-SAOUHSC_02359	CP000253.1	2180579	2181655	-	1077	1350	6933	5513	6407	5497	7564
gene-SAOUHSC_02360	CP000253.1	2181656	2182255	-	600	236	3507	2248	3345	2418	3891
gene-SAOUHSC_02361	CP000253.1	2182602	2182856	-	255	2616	41937	11343	40301	18066	54826
gene-SAOUHSC_02362	CP000253.1	2182974	2184290	-	1317	3439	17957	23321	17618	21148	18580
gene-SAOUHSC_02363	CP000253.1	2184537	2185964	-	1428	14132	11809	37716	15100	30856	15940
gene-SAOUHSC_02364	CP000253.1	2186202	2186537	-	336	731	41386	8086	36020	6593	45473
gene-SAOUHSC_02365	CP000253.1	2186626	2187885	-	1260	2176	41455	16586	39959	12359	43834
gene-SAOUHSC_02366	CP000253.1	2188351	2189211	-	861	5910	25899	22232	24146	29337	31914
gene-SAOUHSC_02367	CP000253.1	2189429	2189950	+	522	84	539	1271	571	1348	796
gene-SAOUHSC_02368	CP000253.1	2190059	2191669	-	1611	2895	5631	12950	6416	10576	6636
gene-SAOUHSC_02369	CP000253.1	2192005	2192535	-	531	939	10282	10147	9204	8205	12734
gene-SAOUHSC_02370	CP000253.1	2192647	2193507	-	861	223	1036	1419	1225	1995	1477
gene-SAOUHSC_A02254	CP000253.1	2193721	2193879	-	159	4	52	67	24	47	36
gene-SAOUHSC_02371	CP000253.1	2193931	2194734	+	804	614	1861	2526	2374	2284	2329
gene-SAOUHSC_02372	CP000253.1	2194864	2195535	-	672	547	5601	4997	5428	4670	6450
gene-SAOUHSC_02373	CP000253.1	2195934	2197127	-	1194	490	2321	3977	2888	2935	3002
gene-SAOUHSC_02374	CP000253.1	2197127	2198311	-	1185	806	1713	3958	2407	2901	2098
gene-SAOUHSC_02375	CP000253.1	2198622	2199092	+	471	923	1058	4727	1506	3415	1662
gene-SAOUHSC_02376	CP000253.1	2199244	2199594	-	351	392	20662	3476	20875	3720	29251
gene-SAOUHSC_02377	CP000253.1	2199608	2200909	-	1302	2869	57704	13806	60025	9617	71775
gene-SAOUHSC_02378	CP000253.1	2200893	2201021	+	129	37	761	244	580	196	818
gene-SAOUHSC_02379	CP000253.1	2201188	2201850	-	663	2522	12923	6138	15815	4835	18760
gene-SAOUHSC_02380	CP000253.1	2202165	2202875	+	711	941	11641	6611	13750	6918	16164
gene-SAOUHSC_02381	CP000253.1	2202996	2203439	-	444	1558	360038	10874	360342	13060	503331
gene-SAOUHSC_02382	CP000253.1	2203639	2204052	-	414	259	1311	3394	1300	1868	1679
gene-SAOUHSC_02383	CP000253.1	2204510	2205883	-	1374	542	4678	8872	4798	6737	5962
gene-SAOUHSC_02384	CP000253.1	2206555	2206785	-	231	160	627	1358	757	992	861
gene-SAOUHSC_02385	CP000253.1	2206816	2207673	-	858	741	1421	6426	1679	3975	1901
gene-SAOUHSC_02386	CP000253.1	2207609	2207833	-	225	33	253	1072	251	651	268
gene-SAOUHSC_02387	CP000253.1	2208190	2208855	-	666	2681	912	8239	1253	5221	1145
gene-SAOUHSC_02388	CP000253.1	2209007	2209327	+	321	28	2069	448	2722	341	2277
gene-SAOUHSC_02389	CP000253.1	2209329	2210309	+	981	193	8320	2006	9780	1737	9234
gene-SAOUHSC_02390	CP000253.1	2210575	2211666	+	1092	1027	4623	20752	5092	14530	6306
gene-SAOUHSC_02391	CP000253.1	2212109	2212213	-	105	4070	2389	6314	4182	12768	5205
gene-SAOUHSC_02392	CP000253.1	2212638	2212841	-	204	42	731	694	726	399	671
gene-SAOUHSC_02393	CP000253.1	2212900	2214036	-	1137	131	384	1730	327	1135	413
gene-SAOUHSC_02394	CP000253.1	2214325	2214417	+	93	12	10	27	3	26	8
gene-SAOUHSC_A02273	CP000253.1	2214493	2214651	+	159	12	38	298	32	186	63
gene-SAOUHSC_02396	CP000253.1	2215122	2215979	-	858	790	1775	4988	2352	3832	2863
gene-SAOUHSC_02397	CP000253.1	2216047	2216829	-	783	603	1008	2791	1281	1673	1283
gene-SAOUHSC_02399	CP000253.1	2217061	2218866	-	1806	1285	11956	10017	12977	9461	18155
gene-SAOUHSC_02400	CP000253.1	2219547	2221085	+	1539	593	1878	2440	2756	5341	2421
gene-SAOUHSC_02401	CP000253.1	2221120	2223252	+	2133	1492	1985	8260	3466	6743	2648
gene-SAOUHSC_02402	CP000253.1	2223264	2223698	+	435	1847	574	3180	1015	2837	809
gene-SAOUHSC_02403	CP000253.1	2223698	2224804	+	1107	1197	1278	7058	2391	6595	1893
gene-SAOUHSC_02404	CP000253.1	2225123	2232559	-	7437	320	4632	2057	4550	2191	6893
gene-SAOUHSC_02405	CP000253.1	2232836	2234191	-	1356	1638	9914	9009	8847	7965	12332
gene-SAOUHSC_02406	CP000253.1	2234218	2235150	-	933	225	3828	2729	3494	3029	4591
gene-SAOUHSC_02407	CP000253.1	2235152	2235961	-	810	247	3078	3387	3140	3253	3954
gene-SAOUHSC_02409	CP000253.1	2236150	2237058	-	909	1551	1139	11497	2296	6559	2231
gene-SAOUHSC_02410	CP000253.1	2237284	2238486	+	1203	28	1333	652	1383	822	1549
gene-SAOUHSC_02411	CP000253.1	2238622	2238726	+	105	9	119	12	92	26	118
gene-SAOUHSC_T00037	CP000253.1	2238714	2238789	-	76	0	0	0	0	0	0
gene-SAOUHSC_02412	CP000253.1	2238752	2238868	-	117	0	0	0	0	0	0
gene-SAOUHSC_T00017	CP000253.1	2238793	2238867	-	75	0	0	0	0	0	0
gene-SAOUHSC_T00058	CP000253.1	2238877	2238960	-	84	81	246	54	276	123	363
gene-SAOUHSC_T00061	CP000253.1	2238990	2239065	-	76	28	402	68	598	83	405
gene-SAOUHSC_T00020	CP000253.1	2239073	2239144	-	72	27	16	2	19	20	35
gene-SAOUHSC_T00010	CP000253.1	2239146	2239220	-	75	52	107	24	95	81	127
gene-SAOUHSC_R00015	CP000253.1	2239231	2239345	-	115	6	0	2	2	2	2
gene-SAOUHSC_R00010	CP000253.1	2239418	2242340	-	2923	2371	735	1040	1839	1365	1759
gene-SAOUHSC_T00029	CP000253.1	2242631	2242707	-	77	429	1499	579	788	533	3229
gene-SAOUHSC_R0005	CP000253.1	2242800	2244356	-	1557	805	53	220	176	363	322
gene-SAOUHSC_02416	CP000253.1	2244539	2244724	-	186	1	19	4	3	7	24
gene-SAOUHSC_02417	CP000253.1	2244932	2245819	-	888	1367	6641	5945	5559	5226	7442
gene-SAOUHSC_02418	CP000253.1	2246027	2247469	-	1443	710	6096	5666	5008	4428	6523
gene-SAOUHSC_02419	CP000253.1	2247791	2248264	-	474	50	1295	1562	729	1260	1220
gene-SAOUHSC_02420	CP000253.1	2248363	2249706	-	1344	222	4350	1744	3153	1765	4422
gene-SAOUHSC_02422	CP000253.1	2249883	2250566	-	684	391	4801	3442	4802	3915	5845
gene-SAOUHSC_02423	CP000253.1	2250585	2251772	-	1188	2003	14708	9778	14449	10372	16494
gene-SAOUHSC_02424	CP000253.1	2251816	2252331	-	516	209	4622	4050	4814	4023	5768
gene-SAOUHSC_02425	CP000253.1	2252508	2252768	+	261	1974	8017	23133	15204	20792	13813
gene-SAOUHSC_02426	CP000253.1	2252900	2254093	-	1194	396	18322	1849	9603	1069	16361
gene-SAOUHSC_02427	CP000253.1	2254506	2255474	-	969	176	2950	1367	2627	1030	3858
gene-SAOUHSC_02428	CP000253.1	2255471	2256502	-	1032	177	2654	1426	2588	961	3383
gene-SAOUHSC_02430	CP000253.1	2256514	2257497	-	984	205	10026	4248	7189	3194	12477
gene-SAOUHSC_02432	CP000253.1	2257663	2257788	+	126	1	27	27	21	12	26
gene-SAOUHSC_02433	CP000253.1	2257889	2258959	-	1071	214	1140	1852	1256	2073	1581
gene-SAOUHSC_02434	CP000253.1	2258966	2260723	-	1758	1887	2582	5406	3016	4890	3442
gene-SAOUHSC_02435	CP000253.1	2260710	2261903	-	1194	42	539	602	531	423	822
gene-SAOUHSC_02436	CP000253.1	2262005	2263981	+	1977	269	4613	2948	3398	2399	4883
gene-SAOUHSC_02437	CP000253.1	2264437	2265237	+	801	9	358	113	346	112	360
gene-SAOUHSC_02438	CP000253.1	2265255	2265554	+	300	9	104	44	101	44	132
gene-SAOUHSC_02440	CP000253.1	2265717	2266061	+	345	1	68	21	60	46	108
gene-SAOUHSC_02441	CP000253.1	2266097	2266606	-	510	78175	60339	516160	98075	365834	95179
gene-SAOUHSC_02442	CP000253.1	2266669	2266908	-	240	70833	10409	86348	15553	70742	14556
gene-SAOUHSC_02443	CP000253.1	2266921	2267457	-	537	33932	24966	244914	46286	171686	37595
gene-SAOUHSC_02444	CP000253.1	2267632	2269194	-	1563	12641	6593	51643	11112	45571	8548
gene-SAOUHSC_02445	CP000253.1	2269501	2270502	-	1002	662	1309	1828	1379	1559	1946
gene-SAOUHSC_02447	CP000253.1	2270736	2271737	-	1002	1640	2902	5875	4758	5710	6269
gene-SAOUHSC_02448	CP000253.1	2272020	2272904	-	885	320	892	2905	1217	2202	1491
gene-SAOUHSC_02449	CP000253.1	2273155	2274567	-	1413	164	1795	649	2417	673	3183
gene-SAOUHSC_02450	CP000253.1	2274585	2276297	-	1713	171	1180	438	1863	518	2032
gene-SAOUHSC_02451	CP000253.1	2276303	2276614	-	312	11	165	38	324	25	321
gene-SAOUHSC_02452	CP000253.1	2276636	2277616	-	981	10	389	50	775	64	772
gene-SAOUHSC_02453	CP000253.1	2277620	2278552	-	933	14	393	88	828	78	783
gene-SAOUHSC_02454	CP000253.1	2278565	2279080	-	516	1	224	35	425	44	368
gene-SAOUHSC_02455	CP000253.1	2279096	2279524	-	429	5	252	25	378	38	398
gene-SAOUHSC_02456	CP000253.1	2279892	2280683	-	792	302	1063	2889	1190	2323	1789
gene-SAOUHSC_02457	CP000253.1	2280889	2281629	+	741	374	1068	1582	1289	1402	1839
gene-SAOUHSC_A02331	CP000253.1	2281666	2281827	+	162	21	164	633	123	243	234
gene-SAOUHSC_02458	CP000253.1	2281920	2282528	-	609	37	100	377	74	202	115
gene-SAOUHSC_02459	CP000253.1	2282790	2282915	-	126	4	34	196	11	85	36
gene-SAOUHSC_02460	CP000253.1	2283135	2283983	-	849	470	1228	3874	1465	3006	2132
gene-SAOUHSC_02461	CP000253.1	2284053	2284469	-	417	48	248	1091	283	927	469
gene-SAOUHSC_02462	CP000253.1	2284713	2284880	+	168	1	35	33	21	15	35
gene-SAOUHSC_02463	CP000253.1	2284877	2287300	+	2424	173	1193	1294	1128	998	1739
gene-SAOUHSC_02464	CP000253.1	2287360	2288214	-	855	273	819	1702	935	1181	1167
gene-SAOUHSC_02465	CP000253.1	2288425	2289240	-	816	101	397	1019	549	951	654
gene-SAOUHSC_02466	CP000253.1	2289534	2289959	+	426	3003	2930	6535	5936	7754	5979
gene-SAOUHSC_02467	CP000253.1	2290323	2291027	-	705	71	795	469	754	692	1197
gene-SAOUHSC_02468	CP000253.1	2291064	2292728	-	1665	290	1405	1180	1342	1230	2015
gene-SAOUHSC_02469	CP000253.1	2292961	2293200	+	240	19	43	182	53	113	89
gene-SAOUHSC_02470	CP000253.1	2293182	2293364	-	183	124	91	898	113	573	130
gene-SAOUHSC_02471	CP000253.1	2293918	2295324	-	1407	319	1928	2548	1463	1352	1926
gene-SAOUHSC_02472	CP000253.1	2295453	2296589	-	1137	243	1629	2517	1427	2063	1865
gene-SAOUHSC_02473	CP000253.1	2296590	2296682	-	93	0	0	0	0	0	0
gene-SAOUHSC_02474	CP000253.1	2296639	2297334	-	696	714	1607	3575	1718	2065	2217
gene-SAOUHSC_02475	CP000253.1	2297395	2297688	-	294	50	377	1043	331	461	360
gene-SAOUHSC_02476	CP000253.1	2297685	2298782	-	1098	75	232	649	192	424	280
gene-SAOUHSC_A02350	CP000253.1	2298943	2299110	+	168	0	14	6	12	5	10
gene-SAOUHSC_02477	CP000253.1	2299327	2299725	-	399	15500	38572	27708	48206	32245	52802
gene-SAOUHSC_02478	CP000253.1	2299739	2300176	-	438	2944	35568	24550	44483	20868	40793
gene-SAOUHSC_02480	CP000253.1	2300416	2301219	-	804	501	2249	3809	2802	3161	3022
gene-SAOUHSC_02481	CP000253.1	2301224	2302030	-	807	508	1291	2623	1579	2107	1786
gene-SAOUHSC_02482	CP000253.1	2302020	2302880	-	861	563	1855	4455	2311	3663	2495
gene-SAOUHSC_02483	CP000253.1	2302877	2303686	-	810	964	1080	4013	1547	3105	1674
gene-SAOUHSC_02484	CP000253.1	2304224	2304592	-	369	5710	26204	16536	28665	19203	34628
gene-SAOUHSC_02485	CP000253.1	2304609	2305553	-	945	23727	95564	78781	99234	68218	115328
gene-SAOUHSC_02486	CP000253.1	2305628	2306017	-	390	8649	25630	18534	32779	22643	35815
gene-SAOUHSC_02487	CP000253.1	2306041	2306406	-	366	11244	28462	38350	32611	22823	36284
gene-SAOUHSC_02488	CP000253.1	2306429	2306542	-	114	3137	17083	31126	14251	10314	16082
gene-SAOUHSC_02489	CP000253.1	2306574	2306792	-	219	1798	16575	15848	19045	13381	22209
gene-SAOUHSC_02490	CP000253.1	2306985	2307632	-	648	20274	63486	59683	69150	52615	77844
gene-SAOUHSC_02491	CP000253.1	2307649	2308941	-	1293	23109	91707	123099	105146	87730	121284
gene-SAOUHSC_02492	CP000253.1	2308941	2309381	-	441	24030	26098	27003	32868	29307	37402
gene-SAOUHSC_02493	CP000253.1	2309398	2309577	-	180	3079	20692	31149	20638	15477	23863
gene-SAOUHSC_02494	CP000253.1	2309594	2310094	-	501	31926	42512	52576	50124	39272	56855
gene-SAOUHSC_02495	CP000253.1	2310115	2310474	-	360	7139	34967	57445	36088	28443	42174
gene-SAOUHSC_02496	CP000253.1	2310505	2311041	-	537	5494	32132	28528	39803	29779	45254
gene-SAOUHSC_02498	CP000253.1	2311066	2311464	-	399	6922	35127	46822	33297	27281	44737
gene-SAOUHSC_02499	CP000253.1	2311496	2311666	-	171	2455	18002	24194	18232	13812	23843
gene-SAOUHSC_02500	CP000253.1	2311704	2312243	-	540	10694	40570	52318	44844	32377	55509
gene-SAOUHSC_02501	CP000253.1	2312270	2312587	-	318	9939	35911	47263	37391	25223	43789
gene-SAOUHSC_02502	CP000253.1	2312623	2312991	-	369	12148	33065	33664	38818	25791	48252
gene-SAOUHSC_02503	CP000253.1	2313023	2313286	-	264	2288	24251	28746	26252	18386	30635
gene-SAOUHSC_02504	CP000253.1	2313310	2313519	-	210	1728	13506	15656	13447	9448	17018
gene-SAOUHSC_02505	CP000253.1	2313509	2313943	-	435	15561	31890	32859	40374	25520	46502
gene-SAOUHSC_02506	CP000253.1	2313946	2314599	-	654	16626	50582	51525	60369	38789	70771
gene-SAOUHSC_02507	CP000253.1	2314623	2314976	-	354	9924	21342	35983	25913	16408	28867
gene-SAOUHSC_02508	CP000253.1	2315005	2315283	-	279	9673	32116	42408	36841	23805	44390
gene-SAOUHSC_02509	CP000253.1	2315350	2316183	-	834	70378	77683	98125	90679	77096	106821
gene-SAOUHSC_02510	CP000253.1	2316216	2316491	-	276	4431	15349	22083	17276	14533	21326
gene-SAOUHSC_02511	CP000253.1	2316491	2317114	-	624	22408	37133	43199	44336	32942	50535
gene-SAOUHSC_02512	CP000253.1	2317141	2317803	-	663	24909	46574	53806	51258	37934	60922
gene-SAOUHSC_02515	CP000253.1	2318496	2318885	+	390	62	557	2439	491	1135	824
gene-SAOUHSC_02516	CP000253.1	2319077	2320255	-	1179	1168	44946	6667	24052	7304	41075
gene-SAOUHSC_02517	CP000253.1	2320524	2322659	-	2136	1434	7168	6049	5096	4592	7238
gene-SAOUHSC_02518	CP000253.1	2322685	2322780	-	96	3	42	20	3	9	19
gene-SAOUHSC_02519	CP000253.1	2322846	2323733	+	888	192	1301	2961	989	1921	1535
gene-SAOUHSC_02520	CP000253.1	2323914	2324777	+	864	1864	2520	6935	2738	4581	3589
gene-SAOUHSC_02521	CP000253.1	2324894	2325025	-	132	272	377	1798	417	984	601
gene-SAOUHSC_02522	CP000253.1	2325196	2326086	-	891	129	1871	1890	1373	1256	2154
gene-SAOUHSC_02523	CP000253.1	2326237	2326401	+	165	14	195	310	210	425	301
gene-SAOUHSC_02524	CP000253.1	2326646	2326963	+	318	244	2763	2368	1780	1856	2963
gene-SAOUHSC_02525	CP000253.1	2327150	2330317	-	3168	3068	8261	15203	8087	10554	10367
gene-SAOUHSC_02527	CP000253.1	2330434	2331699	-	1266	1847	5526	8574	4898	6665	6927
gene-SAOUHSC_02528	CP000253.1	2332088	2332339	+	252	61	249	666	216	505	302
gene-SAOUHSC_02529	CP000253.1	2332331	2333095	-	765	383	838	2577	728	1898	1018
gene-SAOUHSC_02530	CP000253.1	2333257	2333697	+	441	4	2349	189	1091	173	1808
gene-SAOUHSC_02531	CP000253.1	2333690	2334901	+	1212	36	6995	400	3228	391	6052
gene-SAOUHSC_02532	CP000253.1	2335005	2335355	-	351	38	7103	751	3605	656	6649
gene-SAOUHSC_02533	CP000253.1	2335481	2335651	+	171	94	255	136	171	160	324
gene-SAOUHSC_02534	CP000253.1	2335708	2335851	-	144	146	139	126	137	128	213
gene-SAOUHSC_02535	CP000253.1	2335823	2335942	-	120	2	38	39	43	44	65
gene-SAOUHSC_02536	CP000253.1	2336046	2337068	-	1023	1180	2908	5645	3320	4573	4773
gene-SAOUHSC_02537	CP000253.1	2337088	2337687	-	600	553	806	1570	1053	1648	1346
gene-SAOUHSC_02538	CP000253.1	2337694	2337927	-	234	149	242	259	354	355	459
gene-SAOUHSC_02540	CP000253.1	2337933	2338379	-	447	190	943	2022	902	1050	1174
gene-SAOUHSC_02541	CP000253.1	2338393	2338878	-	486	205	898	1612	839	858	1144
gene-SAOUHSC_02542	CP000253.1	2338875	2340134	-	1260	827	1898	2379	1924	1749	2653
gene-SAOUHSC_02543	CP000253.1	2340197	2340691	+	495	404	2142	3543	2282	2916	2871
gene-SAOUHSC_02544	CP000253.1	2340693	2341199	-	507	305	694	931	799	746	1028
gene-SAOUHSC_02545	CP000253.1	2341230	2342234	-	1005	370	1034	1963	1280	1561	1683
gene-SAOUHSC_02546	CP000253.1	2342404	2343009	-	606	452	1363	1440	1282	1193	1881
gene-SAOUHSC_02547	CP000253.1	2343010	2343681	-	672	196	1320	1894	1286	1664	1961
gene-SAOUHSC_02549	CP000253.1	2343695	2344477	-	783	230	977	2408	963	1607	1402
gene-SAOUHSC_02550	CP000253.1	2344767	2345564	+	798	147	1665	1365	2140	2552	3174
gene-SAOUHSC_02551	CP000253.1	2345736	2346506	-	771	120	1333	803	1480	849	2079
gene-SAOUHSC_02552	CP000253.1	2346578	2347132	-	555	104	522	588	548	433	667
gene-SAOUHSC_02553	CP000253.1	2347253	2348194	-	942	107	449	842	516	520	639
gene-SAOUHSC_02554	CP000253.1	2348593	2349501	-	909	1297	5509	9811	6122	5664	7434
gene-SAOUHSC_02555	CP000253.1	2349715	2349891	-	177	115	386	383	396	249	606
gene-SAOUHSC_02556	CP000253.1	2350014	2350880	-	867	272	586	880	562	455	769
gene-SAOUHSC_02557	CP000253.1	2351097	2351987	-	891	34	1381	250	972	273	1871
gene-SAOUHSC_02558	CP000253.1	2352262	2352564	+	303	8	239	26	201	39	359
gene-SAOUHSC_02559	CP000253.1	2352578	2352988	+	411	7	499	42	424	51	642
gene-SAOUHSC_02561	CP000253.1	2352985	2354700	+	1716	200	2091	485	2158	569	3319
gene-SAOUHSC_02562	CP000253.1	2354713	2355165	+	453	36	734	266	656	254	1136
gene-SAOUHSC_02563	CP000253.1	2355158	2355847	+	690	33	1053	339	849	289	1464
gene-SAOUHSC_02564	CP000253.1	2355860	2356474	+	615	51	1430	581	1302	494	2041
gene-SAOUHSC_02565	CP000253.1	2356474	2357310	+	837	54	2423	674	1828	641	3378
gene-SAOUHSC_02566	CP000253.1	2357499	2357846	-	348	2460	30963	18253	15532	16909	34614
gene-SAOUHSC_02567	CP000253.1	2358144	2358323	+	180	4	21	45	17	61	28
gene-SAOUHSC_02568	CP000253.1	2358274	2358600	-	327	540	2451	4869	1967	2626	2938
gene-SAOUHSC_02569	CP000253.1	2358664	2359407	-	744	683	1508	3711	955	2380	1466
